mode,qid,seed,idx,truth,anchor,initial_signal,first_logged_value,final_value
naive,pct_share,1,10,36.0,75.6,47.04718865476553,46.2,38.5
naive,pct_share,1,11,36.0,75.6,36.8212501992776,33.45,35.2
naive,pct_share,1,12,36.0,75.6,89.82432555660675,73.191,38.0
naive,pct_share,1,13,36.0,75.6,32.93302122422972,35.5,35.5
naive,pct_share,1,14,36.0,75.6,37.990561973167765,36.903,36.8
naive,pct_share,1,15,36.0,75.6,33.54903911236937,41.261,36.001
naive,pct_share,1,16,36.0,75.6,23.10467687409128,26.5,26.4
naive,pct_share,1,17,36.0,75.6,66.3332594569093,55.0,35.758
naive,pct_share,1,18,36.0,75.6,34.47824622851243,37.5,36.5
naive,pct_share,1,19,36.0,75.6,50.62396839829852,44.444,38.5
naive,pct_share,2,0,36.0,75.6,38.13376053118023,39.5,38.5
naive,pct_share,2,1,36.0,75.6,59.49447314698246,51.822,38.5
naive,pct_share,2,2,36.0,75.6,44.67209253318109,41.87,38.5
naive,pct_share,2,3,36.0,75.6,31.137329065939998,32.2,33.0
naive,pct_share,2,4,36.0,75.6,36.00016867822918,37.0,36.7
naive,pct_share,2,5,36.0,75.6,39.12395081557841,39.351,38.9
naive,pct_share,2,6,36.0,75.6,34.194192785317966,36.555,36.5
naive,pct_share,2,7,36.0,75.6,49.32308283383943,44.87,40.3
naive,pct_share,2,8,36.0,75.6,25.23979782971272,28.5,28.335
naive,pct_share,2,9,36.0,75.6,45.97162367604749,44.588,42.421
naive,pct_share,2,10,36.0,75.6,61.36147602270857,55.5,42.429
naive,pct_share,2,11,36.0,75.6,34.06649853010264,36.0,35.112
naive,pct_share,2,12,36.0,75.6,46.56396867103384,42.5,36.623
naive,pct_share,2,13,36.0,75.6,36.27631060916077,34.89,36.45
naive,pct_share,2,14,36.0,75.6,21.672542205824623,25.5,36.6
naive,pct_share,2,15,36.0,75.6,36.50521085803199,37.1,37.2
naive,pct_share,2,16,36.0,75.6,53.28632251959601,46.5,36.567
naive,pct_share,2,17,36.0,75.6,33.80490709911158,36.421,36.0
naive,pct_share,2,18,36.0,75.6,29.50843236919499,34.517,36.3
naive,pct_share,2,19,36.0,75.6,34.71314521719201,33.142,35.234
naive,year_gap,0,0,87.0,47.85,199.8416468964003,159.323,78.157
naive,year_gap,0,1,87.0,47.85,70.34939313051872,76.121,71.951
naive,year_gap,0,2,87.0,47.85,90.51362544057278,95.0,79.5
naive,year_gap,0,3,87.0,47.85,97.77923930241757,120.0,78.2
naive,year_gap,0,4,87.0,47.85,79.05026492367513,85.0,78.8
naive,year_gap,0,5,87.0,47.85,68.55642170603892,80.0,68.556
naive,year_gap,0,6,87.0,47.85,97.70025729306788,98.2,87.992
naive,year_gap,0,7,87.0,47.85,161.62829201,134.919,79.56
naive,year_gap,0,8,87.0,47.85,83.31203073947374,82.21,81.987
naive,year_gap,0,9,87.0,47.85,82.80639524921986,83.072,78.2
naive,year_gap,0,10,87.0,47.85,108.16176432574372,112.5,79.2
naive,year_gap,0,11,87.0,47.85,93.19126374919465,86.513,76.567
naive,year_gap,0,12,87.0,47.85,108.8268047890735,112.5,104.191
naive,year_gap,0,13,87.0,47.85,161.0771265291711,141.077,80.269
naive,year_gap,0,14,87.0,47.85,48.170712474194765,57.419,68.254
naive,year_gap,0,15,87.0,47.85,43.19659441135876,55.559,44.821
naive,year_gap,0,16,87.0,47.85,60.77652919049099,73.444,66.669
naive,year_gap,0,17,87.0,47.85,106.99392458163922,114.405,98.113
naive,year_gap,0,18,87.0,47.85,24.69521524849747,44.095,76.234
naive,year_gap,0,19,87.0,47.85,106.85413855767511,115.0,100.707
naive,year_gap,1,0,87.0,47.85,90.53445091258467,98.192,79.321
naive,year_gap,1,1,87.0,47.85,68.92303688759898,76.431,71.421
naive,year_gap,1,2,87.0,47.85,73.23603726744973,86.017,76.8
naive,year_gap,1,3,87.0,47.85,115.09667968049072,105.315,78.8
naive,year_gap,1,4,87.0,47.85,166.7751848487249,138.4,80.2
naive,year_gap,1,5,87.0,47.85,121.04617723094076,108.357,110.0
naive,year_gap,1,6,87.0,47.85,95.32068612877978,98.5,88.787
naive,year_gap,1,7,87.0,47.85,89.07660664960139,95.0,85.517
naive,year_gap,1,8,87.0,47.85,72.08010542389353,80.0,76.157
naive,year_gap,1,9,87.0,47.85,47.22632462860638,63.119,79.456
naive,year_gap,1,10,87.0,47.85,120.37171572793751,117.615,79.549
naive,year_gap,1,11,87.0,47.85,89.48085997698442,77.607,71.184
naive,year_gap,1,12,87.0,47.85,249.5943167855829,187.295,81.722
naive,year_gap,1,13,87.0,47.85,77.73516828152728,85.0,78.492
naive,year_gap,1,14,87.0,47.85,93.01315596061096,89.321,85.509
naive,year_gap,1,15,87.0,47.85,79.59605565194914,79.596,80.043
naive,year_gap,1,16,87.0,47.85,48.04537805715074,60.27,50.5
naive,year_gap,1,17,87.0,47.85,178.6317212760802,143.42,72.718
naive,year_gap,1,18,87.0,47.85,82.40303548196465,90.0,85.1
naive,year_gap,1,19,87.0,47.85,131.17657120319342,114.509,83.104
naive,year_gap,2,0,87.0,47.85,93.44573493794029,96.5,90.272
naive,year_gap,2,1,87.0,47.85,157.9728876315095,128.873,86.873
naive,year_gap,2,2,87.0,47.85,113.19694619398456,104.059,84.182
naive,year_gap,2,3,87.0,47.85,72.31068155336041,75.5,76.234
naive,year_gap,2,4,87.0,47.85,87.00050954881732,89.5,79.5
naive,year_gap,2,5,87.0,47.85,96.43693475539312,96.8,88.529
naive,year_gap,2,6,87.0,47.85,81.54495737231468,86.385,81.783
naive,year_gap,2,7,87.0,47.85,127.24681272722329,114.293,81.245
naive,year_gap,2,8,87.0,47.85,54.49522261059052,63.692,56.65
naive,year_gap,2,9,87.0,47.85,117.12261318806014,114.415,110.361
naive,year_gap,2,10,87.0,47.85,163.61279215193213,137.5,81.623
naive,year_gap,2,11,87.0,47.85,81.15921430968505,86.5,80.001
naive,year_gap,2,12,87.0,47.85,118.91198869374804,104.357,77.4
naive,year_gap,2,13,87.0,47.85,87.83468829850648,83.092,86.922
naive,year_gap,2,14,87.0,47.85,43.71913791342856,55.652,85.992
naive,year_gap,2,15,87.0,47.85,88.52615780030497,90.205,87.998
naive,year_gap,2,16,87.0,47.85,139.21909927794627,119.4,79.56
naive,year_gap,2,17,87.0,47.85,80.36899019523291,86.919,81.543
naive,year_gap,2,18,87.0,47.85,67.39005611527654,80.0,76.964
naive,year_gap,2,19,87.0,47.85,83.1126261769342,78.87,78.5
unconstrained,count_k,0,0,512.0,819.2,1043.263661709949,912.351,551.191
unconstrained,count_k,0,1,512.0,819.2,433.6081773133387,461.661,446.121
unconstrained,count_k,0,2,512.0,819.2,528.542310120214,552.272,546.172
unconstrained,count_k,0,3,512.0,819.2,562.7491542329911,662.749,579.191
unconstrained,count_k,0,4,512.0,819.2,474.5722817556015,493.5,486.51
unconstrained,count_k,0,5,512.0,819.2,425.16678541142,455.0,463.119
unconstrained,count_k,0,6,512.0,819.2,562.3773033016162,565.864,554.282
unconstrained,count_k,0,7,512.0,819.2,863.3534299689195,748.329,571.011
unconstrained,count_k,0,8,512.0,819.2,494.6368711596373,486.729,500.355
unconstrained,count_k,0,9,512.0,819.2,492.25631602391326,493.5,508.0
unconstrained,count_k,0,10,512.0,819.2,611.6305594002831,636.879,554.349
unconstrained,count_k,0,11,512.0,819.2,541.1487543870129,517.208,503.0
unconstrained,count_k,0,12,512.0,819.2,614.7616004782128,646.928,586.111
unconstrained,count_k,0,13,512.0,819.2,860.7585175442354,748.743,563.047
unconstrained,count_k,0,14,512.0,819.2,329.18992907391004,357.011,451.191
unconstrained,count_k,0,15,512.0,819.2,305.7715525389948,371.897,351.789
unconstrained,count_k,0,16,512.0,819.2,388.5386937520128,423.111,420.0
unconstrained,count_k,0,17,512.0,819.2,606.1323161912578,656.509,586.191
unconstrained,count_k,0,18,512.0,819.2,218.6662088021214,300.0,548.143
unconstrained,count_k,0,19,512.0,819.2,605.4741971634911,645.0,581.319
unconstrained,count_k,1,0,512.0,819.2,528.6403573999389,554.871,532.819
unconstrained,count_k,1,1,512.0,819.2,426.8928265420752,463.385,451.0
unconstrained,count_k,1,2,512.0,819.2,447.19863062928056,493.51,532.999
unconstrained,count_k,1,3,512.0,819.2,644.2804597371148,592.51,559.143
unconstrained,count_k,1,4,512.0,819.2,887.5852380923875,737.926,573.357
unconstrained,count_k,1,5,512.0,819.2,672.290967744751,636.095,651.291
unconstrained,count_k,1,6,512.0,819.2,551.174172854577,563.42,546.857
unconstrained,count_k,1,7,512.0,819.2,521.7767595824912,552.778,526.5
unconstrained,count_k,1,8,512.0,819.2,441.7564503635263,478.529,463.119
unconstrained,count_k,1,9,512.0,819.2,324.74370767674907,412.123,551.82
unconstrained,count_k,1,10,512.0,819.2,669.1155719788875,655.489,548.111
unconstrained,count_k,1,11,512.0,819.2,523.6800028341703,478.95,485.0
unconstrained,count_k,1,12,512.0,819.2,1277.501519027296,1093.335,552.228
unconstrained,count_k,1,13,512.0,819.2,468.380746300156,493.478,492.778
unconstrained,count_k,1,14,512.0,819.2,540.3102147294971,520.0,532.391
unconstrained,count_k,1,15,512.0,819.2,477.1418895981422,542.89,493.429
unconstrained,count_k,1,16,512.0,819.2,328.5998488759649,382.78,351.355
unconstrained,count_k,1,17,512.0,819.2,943.406356720488,743.938,503.091
unconstrained,count_k,1,18,512.0,819.2,490.35727969439904,520.0,503.0
unconstrained,count_k,1,19,512.0,819.2,719.9853283313566,664.882,551.115
unconstrained,count_k,2,0,512.0,819.2,542.3468164434521,562.422,548.531
unconstrained,count_k,2,1,512.0,819.2,846.1436180904172,771.755,563.419
unconstrained,count_k,2,2,512.0,819.2,635.3364271385756,592.215,559.191
unconstrained,count_k,2,3,512.0,819.2,442.8420133822577,452.669,457.121
unconstrained,count_k,2,4,512.0,819.2,512.0023989792595,524.226,520.0
unconstrained,count_k,2,5,512.0,819.2,556.4295227104485,559.22,552.355
unconstrained,count_k,2,6,512.0,819.2,486.3174085023,520.0,496.714
unconstrained,count_k,2,7,512.0,819.2,701.4838447479385,660.0,563.429
unconstrained,count_k,2,8,512.0,819.2,358.9660135781365,415.0,371.4
unconstrained,count_k,2,9,512.0,819.2,653.8186478371199,628.59,635.819
unconstrained,count_k,2,10,512.0,819.2,872.6965478785219,743.881,593.551
unconstrained,count_k,2,11,512.0,819.2,484.5013124281264,504.509,500.0
unconstrained,count_k,2,12,512.0,819.2,662.2431099880367,608.192,523.071
unconstrained,count_k,2,13,512.0,819.2,515.9297508858419,494.927,515.923
unconstrained,count_k,2,14,512.0,819.2,308.231711371728,346.119,513.043
unconstrained,count_k,2,15,512.0,819.2,519.1852210920105,526.513,521.667
unconstrained,count_k,2,16,512.0,819.2,757.8499202786988,686.602,534.617
unconstrained,count_k,2,17,512.0,819.2,480.7809009651425,520.0,493.115
unconstrained,count_k,2,18,512.0,819.2,419.6754825841065,462.121,512.0
unconstrained,count_k,2,19,512.0,819.2,493.6980653111752,471.352,493.9
unconstrained,dist_km,0,0,430.0,774.0,931.9507741253668,851.047,541.119
unconstrained,dist_km,0,1,430.0,774.0,355.93350737368667,391.115,371.0
unconstrained,dist_km,0,2,430.0,774.0,445.6295752356514,463.67,476.191
unconstrained,dist_km,0,3,430.0,774.0,477.9490300004092,573.95,571.44
unconstrained,dist_km,0,4,430.0,774.0,394.6373853501411,423.091,402.509
unconstrained,dist_km,0,5,430.0,774.0,347.9578758647938,391.355,360.0
unconstrained,dist_km,0,6,430.0,774.0,477.5976962346813,482.337,465.531
unconstrained,dist_km,0,7,430.0,774.0,761.9672299755173,703.134,524.871
unconstrained,dist_km,0,8,430.0,774.0,413.5948953583487,406.123,417.5
unconstrained,dist_km,0,9,430.0,774.0,411.3456892120469,412.215,432.319
unconstrained,dist_km,0,10,430.0,774.0,524.133365448998,554.8,492.059
unconstrained,dist_km,0,11,430.0,774.0,457.5404490912451,435.0,420.029
unconstrained,dist_km,0,12,430.0,774.0,527.091648889327,557.092,505.092
unconstrained,dist_km,0,13,430.0,774.0,759.5154938711403,682.17,470.0
unconstrained,dist_km,0,14,430.0,774.0,257.27661755762495,287.277,371.4
unconstrained,dist_km,0,15,430.0,774.0,235.15036824363037,294.39,239.0
unconstrained,dist_km,0,16,430.0,774.0,313.35076777839095,349.091,336.601
unconstrained,dist_km,0,17,430.0,774.0,518.9384921045331,562.469,516.289
unconstrained,dist_km,0,18,430.0,774.0,152.8511298984887,252.851,494.559
unconstrained,dist_km,0,19,430.0,774.0,518.316685308279,546.73,508.0
unconstrained,dist_km,1,0,430.0,774.0,445.7222126801181,475.259,448.0
unconstrained,dist_km,1,1,430.0,774.0,349.5886813275955,394.117,369.291
unconstrained,dist_km,1,2,430.0,774.0,368.7740968103798,412.387,465.0
unconstrained,dist_km,1,3,430.0,774.0,554.9817820270104,520.0,458.0
unconstrained,dist_km,1,4,430.0,774.0,784.8620291546729,703.862,521.355
unconstrained,dist_km,1,5,430.0,774.0,581.4467883721159,551.447,565.881
unconstrained,dist_km,1,6,430.0,774.0,467.0127072625032,480.0,460.0
unconstrained,dist_km,1,7,430.0,774.0,439.23731923443376,463.119,438.719
unconstrained,dist_km,1,8,430.0,774.0,363.6321930924919,407.191,378.974
unconstrained,dist_km,1,9,430.0,774.0,253.07571989966283,307.69,478.526
unconstrained,dist_km,1,10,430.0,774.0,578.4465975484118,566.685,446.091
unconstrained,dist_km,1,11,430.0,774.0,441.0355495527928,394.657,398.259
unconstrained,dist_km,1,12,430.0,774.0,1153.2643746669032,948.696,441.5
unconstrained,dist_km,1,13,430.0,774.0,388.7874727005869,423.112,402.456
unconstrained,dist_km,1,14,430.0,774.0,456.74817651444187,443.5,447.559
unconstrained,dist_km,1,15,430.0,774.0,397.06521307246345,497.065,417.0
unconstrained,dist_km,1,16,430.0,774.0,256.71909549560155,310.0,263.719
unconstrained,dist_km,1,17,430.0,774.0,837.6031739522189,703.606,395.5
unconstrained,dist_km,1,18,430.0,774.0,409.5514336956358,435.819,429.551
unconstrained,dist_km,1,19,430.0,774.0,626.5095753521363,571.923,446.0
unconstrained,dist_km,2,0,430.0,774.0,458.6724071377344,475.0,459.2
unconstrained,dist_km,2,1,430.0,774.0,745.7069829125769,681.092,450.265
unconstrained,dist_km,2,2,430.0,774.0,546.5312434146209,517.177,457.429
unconstrained,dist_km,2,3,430.0,774.0,364.6578593235687,379.431,379.414
unconstrained,dist_km,2,4,430.0,774.0,430.0022666137046,445.0,435.0
unconstrained,dist_km,2,5,430.0,774.0,471.9780890843349,474.89,464.091
unconstrained,dist_km,2,6,430.0,774.0,405.73446555271016,435.268,425.0
unconstrained,dist_km,2,7,430.0,774.0,609.0289255797173,579.262,465.51
unconstrained,dist_km,2,8,430.0,774.0,285.4097833367647,342.911,294.91
unconstrained,dist_km,2,9,430.0,774.0,563.9936931468883,543.61,552.563
unconstrained,dist_km,2,10,430.0,774.0,770.7948340551466,680.0,503.157
unconstrained,dist_km,2,11,430.0,774.0,404.0185739982542,424.878,409.719
unconstrained,dist_km,2,12,430.0,774.0,571.9533290170172,541.171,409.341
unconstrained,dist_km,2,13,430.0,774.0,433.7129238105978,413.469,432.857
unconstrained,dist_km,2,14,430.0,774.0,237.4747858907684,287.475,423.0
unconstrained,dist_km,2,15,430.0,774.0,436.7887709048048,446.789,441.5
unconstrained,dist_km,2,16,430.0,774.0,662.2849588570714,602.93,420.0
unconstrained,dist_km,2,17,430.0,774.0,400.5034391443119,450.0,423.669
unconstrained,dist_km,2,18,430.0,774.0,342.76955996105767,392.0,415.0
unconstrained,dist_km,2,19,430.0,774.0,412.7078888560176,397.5,407.125
unconstrained,pct_share,0,0,36.0,75.6,73.3544762139808,62.469,45.269
unconstrained,pct_share,0,1,36.0,75.6,30.48807496734413,32.5,32.5
unconstrained,pct_share,0,2,36.0,75.6,37.16313118032755,38.5,40.2
unconstrained,pct_share,0,3,36.0,75.6,39.56829990700719,51.059,46.9
unconstrained,pct_share,0,4,36.0,75.6,33.368363560940736,36.0,36.509
unconstrained,pct_share,0,5,36.0,75.6,29.894539599240467,32.5,32.513
unconstrained,pct_share,0,6,36.0,75.6,39.542154138394885,39.857,39.2
unconstrained,pct_share,0,7,36.0,75.6,60.704538044689656,55.0,42.5
unconstrained,pct_share,0,8,36.0,75.6,34.779155003411994,34.223,35.67
unconstrained,pct_share,0,9,36.0,75.6,34.6117722204314,34.7,36.867
unconstrained,pct_share,0,10,36.0,75.6,43.00527370783241,45.1,42.005
unconstrained,pct_share,0,11,36.0,75.6,38.04952179283684,36.2,36.563
unconstrained,pct_share,0,12,36.0,75.6,43.22542503362433,45.5,42.962
unconstrained,pct_share,0,13,36.0,75.6,60.52208326482905,55.5,39.5
unconstrained,pct_share,0,14,36.0,75.6,23.146166888009297,25.5,31.875
unconstrained,pct_share,0,15,36.0,75.6,21.499562287898076,26.0,25.5
unconstrained,pct_share,0,16,36.0,75.6,27.3191269044384,32.493,30.5
unconstrained,pct_share,0,17,36.0,75.6,42.618678482197815,45.5,42.857
unconstrained,pct_share,0,18,36.0,75.6,15.37496780639916,21.945,41.258
unconstrained,pct_share,0,19,36.0,75.6,42.57240448805797,45.5,42.464
unconstrained,pct_share,1,0,36.0,75.6,37.1700251296832,40.0,38.2
unconstrained,pct_share,1,1,36.0,75.6,30.015901866239663,32.5,32.728
unconstrained,pct_share,1,2,36.0,75.6,31.44365371612129,36.2,37.5
unconstrained,pct_share,1,3,36.0,75.6,45.30096982526589,42.235,40.2
unconstrained,pct_share,1,4,36.0,75.6,62.408337053371,52.354,41.174
unconstrained,pct_share,1,5,36.0,75.6,47.2704586695528,43.4,44.1
unconstrained,pct_share,1,6,36.0,75.6,38.75443402883744,39.5,38.474
unconstrained,pct_share,1,7,36.0,75.6,36.68742840814391,38.5,36.914
unconstrained,pct_share,1,8,36.0,75.6,31.061000416185443,34.5,33.4
unconstrained,pct_share,1,9,36.0,75.6,22.83354194602142,30.489,39.0
unconstrained,pct_share,1,10,36.0,75.6,47.04718865476553,46.2,38.5
unconstrained,pct_share,1,11,36.0,75.6,36.8212501992776,33.45,35.488
unconstrained,pct_share,1,12,36.0,75.6,89.82432555660675,73.191,38.0
unconstrained,pct_share,1,13,36.0,75.6,32.93302122422972,35.5,35.5
unconstrained,pct_share,1,14,36.0,75.6,37.990561973167765,36.903,37.691
unconstrained,pct_share,1,15,36.0,75.6,33.54903911236937,41.261,35.5
unconstrained,pct_share,1,16,36.0,75.6,23.10467687409128,26.5,26.5
unconstrained,pct_share,1,17,36.0,75.6,66.3332594569093,55.0,36.458
unconstrained,pct_share,1,18,36.0,75.6,34.47824622851243,37.5,37.419
unconstrained,pct_share,1,19,36.0,75.6,50.62396839829852,44.112,38.5
unconstrained,pct_share,2,0,36.0,75.6,38.13376053118023,39.5,38.4
unconstrained,pct_share,2,1,36.0,75.6,59.49447314698246,51.822,38.5
unconstrained,pct_share,2,2,36.0,75.6,44.67209253318109,41.87,38.5
unconstrained,pct_share,2,3,36.0,75.6,31.137329065939998,32.2,32.859
unconstrained,pct_share,2,4,36.0,75.6,36.00016867822918,37.0,36.7
unconstrained,pct_share,2,5,36.0,75.6,39.12395081557841,39.351,38.9
unconstrained,pct_share,2,6,36.0,75.6,34.194192785317966,36.555,36.394
unconstrained,pct_share,2,7,36.0,75.6,49.32308283383943,44.87,40.2
unconstrained,pct_share,2,8,36.0,75.6,25.23979782971272,28.5,27.871
unconstrained,pct_share,2,9,36.0,75.6,45.97162367604749,44.417,42.672
unconstrained,pct_share,2,10,36.0,75.6,61.36147602270857,55.5,42.094
unconstrained,pct_share,2,11,36.0,75.6,34.06649853010264,36.0,35.367
unconstrained,pct_share,2,12,36.0,75.6,46.56396867103384,42.5,36.59
unconstrained,pct_share,2,13,36.0,75.6,36.27631060916077,34.89,36.45
unconstrained,pct_share,2,14,36.0,75.6,21.672542205824623,25.5,36.5
unconstrained,pct_share,2,15,36.0,75.6,36.50521085803199,37.1,37.0
unconstrained,pct_share,2,16,36.0,75.6,53.28632251959601,46.5,37.0
unconstrained,pct_share,2,17,36.0,75.6,33.80490709911158,36.317,36.698
unconstrained,pct_share,2,18,36.0,75.6,29.50843236919499,34.517,36.8
unconstrained,pct_share,2,19,36.0,75.6,34.71314521719201,33.142,35.406
unconstrained,year_gap,0,0,87.0,47.85,199.8416468964003,159.323,77.423
unconstrained,year_gap,0,1,87.0,47.85,70.34939313051872,76.412,71.923
unconstrained,year_gap,0,2,87.0,47.85,90.51362544057278,95.0,78.5
unconstrained,year_gap,0,3,87.0,47.85,97.77923930241757,123.4,76.8
unconstrained,year_gap,0,4,87.0,47.85,79.05026492367513,85.0,78.95
unconstrained,year_gap,0,5,87.0,47.85,68.55642170603892,80.0,68.556
unconstrained,year_gap,0,6,87.0,47.85,97.70025729306788,98.2,87.945
unconstrained,year_gap,0,7,87.0,47.85,161.62829201,140.0,78.621
unconstrained,year_gap,0,8,87.0,47.85,83.31203073947374,82.2,80.926
unconstrained,year_gap,0,9,87.0,47.85,82.80639524921986,83.072,77.398
unconstrained,year_gap,0,10,87.0,47.85,108.16176432574372,112.5,77.195
unconstrained,year_gap,0,11,87.0,47.85,93.19126374919465,86.513,76.662
unconstrained,year_gap,0,12,87.0,47.85,108.8268047890735,112.5,100.5
unconstrained,year_gap,0,13,87.0,47.85,161.0771265291711,141.077,79.82
unconstrained,year_gap,0,14,87.0,47.85,48.170712474194765,56.4,67.415
unconstrained,year_gap,0,15,87.0,47.85,43.19659441135876,55.559,45.5
unconstrained,year_gap,0,16,87.0,47.85,60.77652919049099,73.444,66.667
unconstrained,year_gap,0,17,87.0,47.85,106.99392458163922,114.405,97.615
unconstrained,year_gap,0,18,87.0,47.85,24.69521524849747,44.095,75.992
unconstrained,year_gap,0,19,87.0,47.85,106.85413855767511,115.347,100.9
unconstrained,year_gap,1,0,87.0,47.85,90.53445091258467,96.5,78.105
unconstrained,year_gap,1,1,87.0,47.85,68.92303688759898,76.431,68.923
unconstrained,year_gap,1,2,87.0,47.85,73.23603726744973,86.017,75.583
unconstrained,year_gap,1,3,87.0,47.85,115.09667968049072,105.0,77.4
unconstrained,year_gap,1,4,87.0,47.85,166.7751848487249,145.5,78.809
unconstrained,year_gap,1,5,87.0,47.85,121.04617723094076,108.0,110.0
unconstrained,year_gap,1,6,87.0,47.85,95.32068612877978,98.5,87.429
unconstrained,year_gap,1,7,87.0,47.85,89.07660664960139,95.0,84.429
unconstrained,year_gap,1,8,87.0,47.85,72.08010542389353,80.0,75.391
unconstrained,year_gap,1,9,87.0,47.85,47.22632462860638,63.359,79.822
unconstrained,year_gap,1,10,87.0,47.85,120.37171572793751,117.615,78.821
unconstrained,year_gap,1,11,87.0,47.85,89.48085997698442,78.215,68.881
unconstrained,year_gap,1,12,87.0,47.85,249.5943167855829,187.345,80.882
unconstrained,year_gap,1,13,87.0,47.85,77.73516828152728,85.0,78.0
unconstrained,year_gap,1,14,87.0,47.85,93.01315596061096,89.429,85.061
unconstrained,year_gap,1,15,87.0,47.85,79.59605565194914,79.596,80.102
unconstrained,year_gap,1,16,87.0,47.85,48.04537805715074,60.27,50.2
unconstrained,year_gap,1,17,87.0,47.85,178.6317212760802,143.42,70.829
unconstrained,year_gap,1,18,87.0,47.85,82.40303548196465,90.0,85.115
unconstrained,year_gap,1,19,87.0,47.85,131.17657120319342,114.509,82.759
unconstrained,year_gap,2,0,87.0,47.85,93.44573493794029,96.5,90.8
unconstrained,year_gap,2,1,87.0,47.85,157.9728876315095,128.422,87.092
unconstrained,year_gap,2,2,87.0,47.85,113.19694619398456,104.059,84.859
unconstrained,year_gap,2,3,87.0,47.85,72.31068155336041,75.5,76.428
unconstrained,year_gap,2,4,87.0,47.85,87.00050954881732,89.5,80.0
unconstrained,year_gap,2,5,87.0,47.85,96.43693475539312,96.8,92.187
unconstrained,year_gap,2,6,87.0,47.85,81.54495737231468,86.517,81.513
unconstrained,year_gap,2,7,87.0,47.85,127.24681272722329,114.293,80.87
unconstrained,year_gap,2,8,87.0,47.85,54.49522261059052,63.92,56.0
unconstrained,year_gap,2,9,87.0,47.85,117.12261318806014,114.415,108.2
unconstrained,year_gap,2,10,87.0,47.85,163.61279215193213,134.515,80.498
unconstrained,year_gap,2,11,87.0,47.85,81.15921430968505,86.5,79.821
unconstrained,year_gap,2,12,87.0,47.85,118.91198869374804,104.357,76.692
unconstrained,year_gap,2,13,87.0,47.85,87.83468829850648,83.092,86.999
unconstrained,year_gap,2,14,87.0,47.85,43.71913791342856,55.5,80.499
unconstrained,year_gap,2,15,87.0,47.85,88.52615780030497,90.205,86.991
unconstrained,year_gap,2,16,87.0,47.85,139.21909927794627,124.5,79.884
unconstrained,year_gap,2,17,87.0,47.85,80.36899019523291,86.113,82.123
unconstrained,year_gap,2,18,87.0,47.85,67.39005611527654,80.121,76.235
unconstrained,year_gap,2,19,87.0,47.85,83.1126261769342,78.365,78.5
